college_name,about,address,affiliated,state,college_type,established,exam,courses,accreditations,approvals,gender,student_count,faculty_count,gender_percentage,campus_size,website_link
"Sri Ramanathan Engineering College, Tirupur",NA,"Sri Ramanathan Engineering College, Uthukuli Main Road, Nadupatti (PO), Tiruppur-638056, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2008,NA,"1, Degrees and , ,7, Courses",NA,Affiliated,NA,126,NA,NA,NA,https://www.careers360.com/colleges/sri-ramanathan-engineering-college-tirupur
"Sri Renugambal Polytechnic College, Tiruvannamalai",NA,"Sri Renugambal Polytechnic College, C.C Road, Ettivadi, Polur, Tiruvannalali, Pincode-606907, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2008,NA,NA,NA,Affiliated,NA,196,80,NA,NA,https://www.careers360.com/colleges/sri-renugambal-polytechnic-college-tiruvannamalai
"Sri Ramanujar Engineering College, Chennai",NA,"Sri Ramanujar Engineering College, Kolapakkam, Vandulur, Chennai, Pincode 600127, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2002,TANCET,"3, Degrees and , ,10, Courses",NA,Affiliated,Co-ed,820,107,NA,"26, acres",https://www.careers360.com/colleges/sri-ramanujar-engineering-college-chennai
"Sri Renugambal College of Architecture, Thiruvannamalai",NA,"Sri Renugambal College of Architecture, C.C.Road, Ettivadi, Polur, Pincode 606907, Tiruvannamalai, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2011,NA,"1, Degrees and , ,1, Courses",NA,Affiliated,NA,NA,19,NA,NA,https://www.careers360.com/colleges/sri-renugambal-college-of-architecture-thiruvannamalai
"Sri Renga Polytechnic College, Tiruchirappalli",NA,"Sri Renga Polytechnic College, 3/169, Chennai By Pass, Siruganur,Tiruchirappalli- 621105, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2007,NA,"1, Degrees and , ,6, Courses",NA,Affiliated,Co-ed,420,56,NA,"10, acres",https://www.careers360.com/colleges/sri-renga-polytechnic-college-tiruchirappalli
"Sri Rangapoopathi College of Engineering, Villupuram",NA,"Sri Rangapoopathi College of Engineering, Alampoondi, Gingee Taluk, Villupuram, Pincode 604151, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2009,NA,"3, Degrees and , ,9, Courses",NA,Affiliated,NA,287,103,NA,"12, acres",https://www.careers360.com/colleges/sri-rangapoopathi-college-of-engineering-villupuram
"Sri Rengeswarar Polytechnic College, Namakkal",NA,"Sri Rengeswarar Polytechnic College, 3/333, pottireddipatti post, namakkal- 637 013, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2008,NA,"1, Degrees and , ,6, Courses",NA,Affiliated,Co-ed,420,62,NA,"5, acres",https://www.careers360.com/colleges/sri-rengeswarar-polytechnic-college-namakkal
"Sri Ranganathar Institute of Polytechnic College, Coimbatore",NA,"Sri Ranganathar Institute Of Polytechnic College, 1/104-A Athipalayam Thudiyalur Road, Coimbatore, Pincode 641110, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2008,NA,"1, Degrees and , ,7, Courses",NA,Affiliated,NA,1374,67,NA,"6, acres",https://www.careers360.com/colleges/sri-ranganathar-institute-of-polytechnic-college-coimbatore
"Sri S Ramasamy Naidu Memorial Polytechnic College, Venkatachalapuram",NA,"Sri S Ramasamy Naidu Memorial Polytechnic College, Venkadachalapuram, Sattur, Virudhunagar, Pincode-626203, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2009,NA,"1, Degrees and, ,6, Courses",NA,Affiliated,NA,694,53,NA,"8, acres",https://www.careers360.com/colleges/sri-s-ramasamy-naidu-memorial-polytechnic-college-venkatachalapuram
"Sri Sowdambika Polytechnic College, Aruppukottai",NA,"Sri Sowdambika Polytechnic College, Thiruchuli Road, Aruppukottai - 626102, Tamilnadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1984,NA,NA,NA,Affiliated,NA,1339,82,NA,NA,https://www.careers360.com/colleges/sri-sowdambika-polytechnic-college-aruppukottai
"Sri Sai Ram Engineering College, Chennai","was established in the year 1995 by Sapthagiri Educational Trust. It is approved by AICTE, New Delhi and is affiliated to Anna University, Chennai. This is an ISO 9001:2015 Certified Institution & Accredited by NBA.  Sri Sai Ram Engineering College Chennai has been ranked 109 in the engineering category of NIRF rankings 2021. The college offers B.E and M.E programmes in engineering and technology. It also offers , programme. ","Sri Sai Ram Engineering College, Sai Leo Nagar, West Tambaram, Chennai - 600044, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,1995,TANCET,"4, Degrees and, ,22, Courses",NAAC,Affiliated,Co-ed,4275,384,Male 57% and Female 43%,"39, acres",https://www.careers360.com/colleges/sri-sai-ram-engineering-college-chennai
"Sri Sairam Polytechnic College, Chennai",NA,"Sri Sairam Polytechnic College, Sai Leo Nagar, West Tambaram, Chennai, Pincode-600044, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1996,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,NA,1048,70,NA,"18, acres",https://www.careers360.com/colleges/sri-sairam-polytechnic-college-chennai
"Sri Sai Bharath College of Arts and Science, Dindigul",NA,"Sri Sai Bharath College of Arts and Science, Oddanchatram-vedasandhur Highway, Sulrembu Post, Dindigul, Tamil Nadu, Pin code: 624710, India","Madurai Kamaraj University, Madurai",Tamil Nadu,Private,2009,NA,"13, Degrees and , ,39, Courses",NA,Affiliated,Co-ed,NA,24,NA,"18, acres",https://www.careers360.com/colleges/sri-sai-bharath-college-of-arts-and-science-dindigul
"Sri Sakthi Polytechnic College, Chengam",NA,"Sri Sakthi Polytechnic College, Che-Nachipattu, Chengam, Pincode-606709, Tiruvannamalai-Distt, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2009,NA,"1, Degrees and , ,6, Courses",NA,Affiliated,NA,1108,64,NA,"8, acres",https://www.careers360.com/colleges/sri-sakthi-polytechnic-college-chengam
"Sri Solamalai Polytechnic College, Madurai",NA,"Sri Solamalai Polytechnic College, Veerapanjan, Madurai - 625020, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1984,NA,NA,NA,Affiliated,NA,NA,37,NA,NA,https://www.careers360.com/colleges/sri-solamalai-polytechnic-college-madurai
"Sri Sai Ram Institute of Technology, Chennai"," is an autonomous institute founde by the MJF. Ln.Leo Muthu, Chairman of Sapthagiri Educational Trust.. The college is affiliated with , and has received approval from the All India Council for Technical Education (AICTE). It is also an ISO-certified institution that has received an ""A+"" rating from the NAAC Executive Committee. The institute has also been accredited by NBA.","Sri Sai Ram Institute of Technology, Sai Leo Nagar, West Tambaram, Chennai - 600044, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2008,NA,"3, Degrees and , ,11, Courses",NAAC,Affiliated,Co-ed,2040,161,Male 51% and Female 49%,"28, acres",https://www.careers360.com/colleges/sri-sai-ram-institute-of-technology-chennai
"Sri Shanmugha College of Engineering and Technology, Salem"," was established in 2011 as a part of Sri Shanmugha Educational Institutions. The campus of the college spreads over an area of 120 acres of land. Sri Shanmugha College of Engineering and Technology is accredited by the National Assessment and Accreditation Council (NAAC) and National Board of Accreditation (NBA). The college is affiliated to the ,. The college offers , and , programmes. The programmes are approved by the All India Council for Technical Education (AICTE). Sri Shanmugha College of Engineering and Technology is also ISO 9001:2015 certified. ","Sri Shanmugha College of Engineering and Technology, Tiruchengode – Sankari Main Road, Pullipalayam, Morur(Po), Sankari (Tk), Salem (Dt) – 637304, Tamilnadu, India","Anna University, Chennai",Tamil Nadu,Private,2011,NA,"2, Degrees and , ,8, Courses",NAAC,Affiliated,Co-ed,674,73,Male 59% and Female 41%,"120, acres",https://www.careers360.com/colleges/sri-shanmugha-college-of-engineering-and-technology-salem
"Sri Subramanya College of Engineering and Technology, Palani",NA,"Sri Subramanya College of Engineering and Technology, Sukkamanaickanpatti, NH - 209, Palani - Pollachi Highways, NH - 209, Palani, Pincode 624615, Dindigul, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2000,"GATE,TANCET","2, Degrees and , ,9, Courses",NA,Affiliated,NA,344,81,NA,"27, acres",https://www.careers360.com/colleges/sri-subramanya-college-of-engineering-and-technology-palani
"Sri Venkateshwara Institute of Engineering, Melumalai",NA,"Sri Venkateshwara Institute of Engineering, NH-7, Bangalore Main Road, Melumalai Village Hosur, Taluk Krishnagiri Dist – 635115, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2011,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,Co-ed,NA,NA,NA,NA,https://www.careers360.com/colleges/sri-venkateshwara-institute-of-engineering-melumalai
"Sri Vasavi College, Erode",NA,"Sri Vasavi College, Vasavi College, Erode-638316, Tamil Nadu, India","Bharathiar University, Coimbatore",Tamil Nadu,Private,1967,NA,"12, Degrees and , ,68, Courses",NAAC,Affiliated,Co-ed,2450,113,Male 54% and Female 46%,"12, acres",https://www.careers360.com/colleges/sri-vasavi-college-erode
"Sri Venkatachalapathy Polytechnic College, Kappiampuliyur",NA,"Sri Venkatachalapathy Polytechnic College, NH 45C, Kappiampuliyur, Tamil Nadu, Pincode 605601, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1998,NA,"1, Degrees and, ,4, Courses",NA,Affiliated,NA,824,62,NA,"11, acres",https://www.careers360.com/colleges/sri-venkatachalapathy-polytechnic-college-kappiampuliyur
"Sri Venkateswara Polytechnic College, Vellore",NA,"Sri Venkateswara Polytechnic College, Arani Main Road, Next To Govt. Medical College, Adukkamparai, Vellore-632011, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1985,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,NA,1047,59,NA,"10, acres",https://www.careers360.com/colleges/sri-venkateswara-polytechnic-college-vellore
"Sri Venkateswaraa College of Technology, Sriperumbudur",NA,"Sri Venkateswaraa College of Technology, B.H.B Nagar, Sriperumbudur to Oragadam Highway Road, Vadakal-Village, Pondur-Post, Sriperumbudur Taluk, Pincode 602105, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2010,NA,"2, Degrees and , ,9, Courses",NA,Affiliated,NA,238,75,NA,NA,https://www.careers360.com/colleges/sri-venkateswaraa-college-of-technology-sriperumbudur
"Sri Venkateswara Institute of Science and Technology, Thiruvallur",NA,"Sri Venkateswara Institute of Science and Technology, Kolundhalur, Thiruvallur, Pincode 631203, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2002,TANCET,"3, Degrees and , ,9, Courses",NA,Affiliated,NA,334,91,NA,"28, acres",https://www.careers360.com/colleges/sri-venkateswara-institute-of-science-and-technology-thiruvallur
"Sri Vengateswaraa Polytechnic College, Namakkal",NA,"Sri Vengateshwaraa Polytechnic College, 5/202-3, Vennandur, Rasipuram, Namakkal-637505, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2007,NA,NA,NA,Affiliated,NA,233,50,NA,NA,https://www.careers360.com/colleges/sri-vengateswaraa-polytechnic-college-namakkal
"Sri Vatsa Polytechnic College, Virudhunagar",NA,"Sri Vatsa Polytechnic College, Run By V.K.R Educational Trust, Mettamalai - 626203, Sattur Talk, Virdhunagar District ,Tamilnadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2010,NA,NA,NA,Affiliated,NA,424,55,NA,NA,https://www.careers360.com/colleges/sri-vatsa-polytechnic-college-virudhunagar
"Sri Vidya College of Engineering and Technology, Virudhunagar",NA,"Sri Vidya College of Engineering and Technology, P.Kumaralingapuram, Sivakasi Main Road, Virudhunagar, Pincode 626005, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2008,TANCET,"3, Degrees and , ,9, Courses",NA,Affiliated,NA,741,104,NA,"45, acres",https://www.careers360.com/colleges/sri-vidya-college-of-engineering-and-technology-virudhunagar
"Srinivasa Polytechnic College, Pudukkottai",NA,"Srinivasa Polytechnic College, Srinivasa Nagar, Kalamavur, Keeranur, Pincode 622502, Pudukkottai District, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1985,NA,"1, Degrees and, ,7, Courses",NA,Affiliated,NA,1153,65,NA,"13, acres",https://www.careers360.com/colleges/srinivasa-polytechnic-college-pudukkottai
"Srinivasa Institute of Engineering and Technology, Thiruvallur",NA,"Srinivas Institute Of Engineering And Technology, NH-216, Krapa Chintalapudi(post), Katrenikona(M), Amalapuram, E.G.Dist-533216, Andhra Pradesh, India","Jawaharlal Nehru Technological University, Kakinada",Tamil Nadu,Private,2009,NA,NA,NAAC,NA,NA,1928,141,NA,"10, acres",https://www.careers360.com/colleges/srinivasa-institute-of-engineering-and-technology-thiruvallur
"Sri Vinayaga Polytechnic College, Krishnagiri",NA,"Sri Vinayaga Polytechnic College, Pudhumottur,  Pochampalli Taluk,  Krishnagiri Dist.,Tamil Nadu, PIN–635201, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2009,NA,NA,NA,Affiliated,NA,557,52,NA,NA,https://www.careers360.com/colleges/sri-vinayaga-polytechnic-college-krishnagiri
"SriGuru Institute of Technology, Coimbatore",NA,"SriGuru Institute of Technology, Near Saravanampatti, Coimbatore, Pincode 641110, Tamilnadu, India","Anna University, Chennai",Tamil Nadu,Private,2009,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,NA,310,85,NA,NA,https://www.careers360.com/colleges/sriguru-institute-of-technology-coimbatore
"Sri Vignesh Polytechnic College, Tiruchirappalli",NA,"Sri Vignesh Polytechnic College, Trichy-Chennai Trunk Road, Koothur Post, Trichy, Pincode-621216, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2009,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,NA,762,48,NA,"6, acres",https://www.careers360.com/colleges/sri-vignesh-polytechnic-college-tiruchirappalli
"Srinivasa Ramanujan Center, Kumbakonam",NA,"Srinivasa Ramanujan Center, Kumbakonam, Thanjavur district, Pincode 612001, Tamil Nadu, India","Shanmugha Arts Science Technology Research and Academy, Thanjavur",Tamil Nadu,Private,2000,NA,"7, Degrees and, ,21, Courses",NA,Affiliated,NA,3653,128,NA,"10, acres",https://www.careers360.com/colleges/srinivasa-ramanujan-center-kumbakonam
"Srinivasa Ramanujan Centre, Thanjavur",NA,"Srinivasa Ramanujan Center, Kumbakonam, Thanjavur, Tamil Nadu-612001, India","Shanmugha Arts Science Technology Research and Academy, Thanjavur",Tamil Nadu,Private,2000,NA,"8, Degrees and , ,23, Courses",NA,Affiliated,Co-ed,3653,85,NA,"9, acres",https://www.careers360.com/colleges/srinivasa-ramanujan-centre-thanjavur
"Srinivasa Subbaraya Polytechnic College, Nagapattinam",NA,"Srinivasa Subbaraya Polytechnic College, Puthur, Annaikaran Chataram, Sirkali, Nagapattinam, Pincode 609108, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Government,1960,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,NA,1423,31,NA,"51, acres",https://www.careers360.com/colleges/srinivasa-subbaraya-polytechnic-college-nagapattinam
"Srinivasan Engineering College, Perambalur",NA,"Srinivasan Engineering College, Thuraiyur Road, Perambalur, Pincode 621212, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2006,NA,"2, Degrees and , ,4, Courses",NA,Affiliated,Co-ed,323,42,NA,"11, acres",https://www.careers360.com/colleges/srinivasan-engineering-college-perambalur
"Srinivasan Polytechnic College, Perambalur",NA,"Srinivasan Polytechnic College, Thuraiyur Road, Perambalur, Pincode 621212, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,2007,NA,"1, Degrees and , ,5, Courses",NA,Affiliated,NA,1151,78,NA,"10, acres",https://www.careers360.com/colleges/srinivasan-polytechnic-college-perambalur
"Sriram Engineering College, Thiruvallur",NA,"Sriram Engineering College, Perumalpattu, Veppampattu [R.S], Pincode 602024, Thiruvallur, Chennai, Tamil Nadu, India.","Anna University, Chennai",Tamil Nadu,Private,1993,NA,"2, Degrees and , ,8, Courses",NA,Affiliated,NA,373,85,Male 81% and Female 19%,"36, acres",https://www.careers360.com/colleges/sriram-engineering-college-thiruvallur
"Sriram Polytechnic College, Chennai",NA,"Sriram Polytechnic College, Perumalpattu, Veppampattu (R.S), Chennai, Thiruvallur, Pincode-602024, Tamil Nadu, India","Directorate of Technical Education, Chennai",Tamil Nadu,Private,1984,NA,"1, Degrees and , ,12, Courses",NA,Affiliated,NA,687,47,NA,"5, acres",https://www.careers360.com/colleges/sriram-polytechnic-college-chennai
"St Anne's College of Engineering and Technology, Cuddalore",NA,"St. Annes College of Engineering and Technology, Anguchettypalayam, Panruti Taluk, Cuddalore District, Tamilnadu, Pincode 607106, India","Anna University, Chennai",Tamil Nadu,Private,2009,NA,"1, Degrees and , ,4, Courses",NA,Affiliated,NA,493,49,NA,"11, acres",https://www.careers360.com/colleges/st-annes-college-of-engineering-and-technology-cuddalore
"St Joseph College of Engineering, Sriperumbudur",NA,"St Joseph College of Engineering, Near Toll Plaza, Sriperumbudur, Chennai, 602117, Tamil Nadu, India","Anna University, Chennai",Tamil Nadu,Private,2008,TANCET,"3, Degrees and , ,9, Courses",NA,Affiliated,NA,1217,116,Male 68% and Female 32%,"12, acres",https://www.careers360.com/colleges/st-joseph-college-of-engineering-sriperumbudur
